response_id,survey_id,student_id,fecha,anio,mes,semana,dia_semana,hora,calidad_clase,comprension_tema,evaluacion_docente,comentario,sentimiento_label,sentimiento_score,emo_feliz,emo_neutral,emo_triste,emo_enojado,emo_sorprendido,emocion_predominante,calidad_normalizada,comprension_normalizada,docente_normalizado,datos_completos,outlier_flag
2064,29,487,2024-04-13 11:00:00,2024,4,15,5,11,4,4,3,Clase muy bien estructurada y organizada,positivo,0.821,0.094,0.295,0.125,0.286,0.2,neutral,0.75,0.75,0.5,True,False
2065,22,425,2024-07-05 14:00:00,2024,7,27,4,14,5,3,4,Muy difícil seguir el ritmo de la clase,negativo,0.188,0.167,0.102,0.227,0.314,0.189,enojado,1.0,0.5,0.75,True,False
2066,26,119,2024-09-25 10:00:00,2024,9,39,2,10,5,5,2,Entendí el tema pero fue un poco rápido,neutral,0.49,0.185,0.203,0.196,0.151,0.264,sorprendido,1.0,1.0,0.25,True,False
2067,17,430,2024-07-10 12:00:00,2024,7,28,2,12,4,5,4,"No se escuchaba bien, problemas técnicos",negativo,0.262,0.202,0.347,0.281,0.117,0.052,neutral,0.75,1.0,0.75,True,False
2068,24,230,2024-12-24 10:00:00,2024,12,52,1,10,5,4,4,"Regular, podría mejorar el ritmo",neutral,0.383,0.251,0.181,0.199,0.259,0.109,enojado,1.0,0.75,0.75,True,False
2069,11,464,2024-07-30 12:00:00,2024,7,31,1,12,4,2,2,El docente domina el tema perfectamente,positivo,0.747,0.351,0.385,0.192,0.067,0.005,neutral,0.75,0.25,0.25,True,False
2070,2,448,2024-06-26 12:00:00,2024,6,26,2,12,3,5,5,"Regular, podría mejorar el ritmo",neutral,0.397,0.197,0.049,0.259,0.239,0.255,triste,0.5,1.0,1.0,True,False
2071,5,409,2024-04-28 07:00:00,2024,4,17,6,7,3,3,5,Muy buena metodología del docente,positivo,0.67,0.235,0.106,0.214,0.18,0.265,sorprendido,0.5,0.5,1.0,True,False
2072,14,315,2024-10-13 13:00:00,2024,10,41,6,13,2,2,5,La clase fue muy dinámica e interesante,positivo,0.78,0.127,0.05,0.117,0.361,0.344,enojado,0.25,0.25,1.0,True,False
2073,17,236,2024-07-28 14:00:00,2024,7,30,6,14,5,4,5,El docente explicó muy rápido,negativo,0.125,0.263,0.108,0.194,0.097,0.338,sorprendido,1.0,0.75,1.0,True,False
2074,1,396,2024-11-18 14:00:00,2024,11,47,0,14,4,3,5,"La clase estuvo bien, aunque faltaron más ejemplos",neutral,0.514,0.132,0.329,0.003,0.237,0.299,neutral,0.75,0.5,1.0,True,False
2075,2,410,2024-05-16 18:00:00,2024,5,20,3,18,5,3,5,"Regular, podría mejorar el ritmo",neutral,0.367,0.088,0.153,0.291,0.387,0.081,enojado,1.0,0.5,1.0,True,False
2076,14,352,2024-10-25 14:00:00,2024,10,43,4,14,4,5,4,"No se escuchaba bien, problemas técnicos",negativo,0.165,0.191,0.244,0.218,0.242,0.105,neutral,0.75,1.0,0.75,True,False
2077,16,328,2024-06-17 07:00:00,2024,6,25,0,7,5,5,3,"Aprendí mucho hoy, muy buena didáctica",positivo,0.651,0.065,0.196,0.326,0.227,0.186,triste,1.0,1.0,0.5,True,False
2078,1,449,2024-04-12 14:00:00,2024,4,15,4,14,4,4,4,El docente domina el tema perfectamente,positivo,0.693,0.183,0.271,0.166,0.146,0.234,neutral,0.75,0.75,0.75,True,False
2079,16,86,2024-07-08 14:00:00,2024,7,28,0,14,5,5,3,Clase muy bien estructurada y organizada,positivo,0.807,0.218,0.274,0.225,0.225,0.058,neutral,1.0,1.0,0.5,True,False
2080,29,136,2024-07-19 09:00:00,2024,7,29,4,9,3,4,5,"Aprendí mucho hoy, muy buena didáctica",positivo,0.913,0.303,0.155,0.011,0.347,0.183,enojado,0.5,0.75,1.0,True,False
2081,10,292,2024-06-01 13:00:00,2024,6,22,5,13,5,5,4,Clase muy bien estructurada y organizada,positivo,0.71,0.028,0.087,0.284,0.296,0.305,sorprendido,1.0,1.0,0.75,True,False
2082,16,460,2024-11-24 11:00:00,2024,11,47,6,11,4,1,5,"Más o menos, algunos conceptos poco claros",neutral,0.43,0.13,0.109,0.22,0.393,0.148,enojado,0.75,0.0,1.0,True,False
2083,21,270,2024-11-28 14:00:00,2024,11,48,3,14,4,3,3,"Me quedó muy claro el tema, gracias",positivo,0.885,0.254,0.215,0.14,0.148,0.243,feliz,0.75,0.5,0.5,True,False
2084,6,476,2024-07-13 10:00:00,2024,7,28,5,10,5,4,4,"No entendí casi nada, muy confuso",negativo,0.181,0.021,0.3,0.128,0.205,0.346,sorprendido,1.0,0.75,0.75,True,False
2085,29,431,2024-04-12 08:00:00,2024,4,15,4,8,3,3,4,"Faltaron ejemplos prácticos, solo teoría",negativo,0.177,0.176,0.242,0.154,0.184,0.244,sorprendido,0.5,0.5,0.75,True,False
2086,25,102,2024-03-28 08:00:00,2024,3,13,3,8,4,4,5,Clase muy bien estructurada y organizada,positivo,0.678,0.076,0.099,0.169,0.332,0.324,enojado,0.75,0.75,1.0,True,False
2087,16,332,2024-03-16 15:00:00,2024,3,11,5,15,3,5,5,"Me quedó muy claro el tema, gracias",positivo,0.816,0.035,0.071,0.3,0.331,0.264,enojado,0.5,1.0,1.0,True,False
2088,28,314,2024-04-15 09:00:00,2024,4,16,0,9,4,4,4,El docente explicó muy rápido,negativo,0.348,0.204,0.026,0.304,0.29,0.176,triste,0.75,0.75,0.75,True,False
2089,26,67,2024-09-09 18:00:00,2024,9,37,0,18,4,4,3,"No se escuchaba bien, problemas técnicos",negativo,0.273,0.188,0.241,0.194,0.306,0.07,enojado,0.75,0.75,0.5,True,False
2090,23,368,2024-11-12 16:00:00,2024,11,46,1,16,5,3,4,"No se escuchaba bien, problemas técnicos",negativo,0.219,0.35,0.126,0.201,0.008,0.315,feliz,1.0,0.5,0.75,True,False
2091,9,346,2024-12-01 12:00:00,2024,12,48,6,12,3,5,3,"Excelente clase, muy clara la explicación",positivo,0.651,0.163,0.406,0.173,0.238,0.02,neutral,0.5,1.0,0.5,True,False
2092,10,251,2024-08-30 15:00:00,2024,8,35,4,15,4,4,2,Clase muy bien estructurada y organizada,positivo,0.67,0.528,0.011,0.226,0.168,0.067,feliz,0.75,0.75,0.25,True,False
2093,9,319,2024-07-13 09:00:00,2024,7,28,5,9,3,5,5,"La clase estuvo bien, aunque faltaron más ejemplos",neutral,0.374,0.353,0.216,0.219,0.15,0.063,feliz,0.5,1.0,1.0,True,False
2094,5,433,2024-10-17 13:00:00,2024,10,42,3,13,5,4,4,"Más o menos, algunos conceptos poco claros",neutral,0.52,0.284,0.172,0.011,0.219,0.313,sorprendido,1.0,0.75,0.75,True,False
2095,20,62,2024-08-24 08:00:00,2024,8,34,5,8,2,5,5,"Bien en general, aunque faltó práctica",neutral,0.455,0.052,0.05,0.162,0.127,0.608,sorprendido,0.25,1.0,1.0,True,False
2096,10,375,2024-06-11 17:00:00,2024,6,24,1,17,4,5,4,Clase muy bien estructurada y organizada,positivo,0.669,0.367,0.404,0.045,0.173,0.011,neutral,0.75,1.0,0.75,True,False
2097,27,40,2024-06-04 07:00:00,2024,6,23,1,7,4,4,4,"Aprendí mucho hoy, muy buena didáctica",positivo,0.737,0.041,0.38,0.026,0.298,0.255,neutral,0.75,0.75,0.75,True,False
2098,14,305,2024-03-10 09:00:00,2024,3,10,6,9,5,4,5,El docente domina el tema perfectamente,positivo,0.865,0.291,0.264,0.308,0.065,0.073,triste,1.0,0.75,1.0,True,False
2099,9,362,2024-12-08 16:00:00,2024,12,49,6,16,5,4,4,Muy buena metodología del docente,positivo,0.804,0.023,0.182,0.089,0.354,0.352,enojado,1.0,0.75,0.75,True,False
2100,13,186,2024-04-11 10:00:00,2024,4,15,3,10,5,3,3,La clase fue aburrida y poco dinámica,negativo,0.264,0.17,0.271,0.405,0.068,0.086,triste,1.0,0.5,0.5,True,False
2101,8,294,2024-11-28 12:00:00,2024,11,48,3,12,5,4,3,"La clase estuvo bien, aunque faltaron más ejemplos",neutral,0.391,0.22,0.031,0.291,0.286,0.172,triste,1.0,0.75,0.5,True,False
2102,1,141,2024-04-26 08:00:00,2024,4,17,4,8,4,1,2,Clase muy bien estructurada y organizada,positivo,0.842,0.274,0.235,0.152,0.259,0.08,feliz,0.75,0.0,0.25,True,False
2103,11,196,2024-08-13 16:00:00,2024,8,33,1,16,3,5,4,Excelente manejo del tiempo y ejemplos,positivo,0.844,0.179,0.026,0.002,0.314,0.479,sorprendido,0.5,1.0,0.75,True,False
2104,16,274,2024-12-10 15:00:00,2024,12,50,1,15,3,4,5,Clase muy bien estructurada y organizada,positivo,0.742,0.251,0.245,0.148,0.068,0.288,sorprendido,0.5,0.75,1.0,True,False
2105,29,443,2024-04-12 09:00:00,2024,4,15,4,9,5,4,4,"Faltaron ejemplos prácticos, solo teoría",negativo,0.135,0.17,0.204,0.411,0.156,0.059,triste,1.0,0.75,0.75,True,False
2106,29,55,2024-03-15 12:00:00,2024,3,11,4,12,3,4,4,"Excelente clase, muy clara la explicación",positivo,0.819,0.036,0.341,0.325,0.242,0.056,neutral,0.5,0.75,0.75,True,False
2107,27,277,2024-09-09 07:00:00,2024,9,37,0,7,4,4,5,"No se escuchaba bien, problemas técnicos",negativo,0.239,0.191,0.279,0.078,0.29,0.162,enojado,0.75,0.75,1.0,True,False
2108,13,42,2024-11-02 07:00:00,2024,11,44,5,7,4,4,3,Clase muy bien estructurada y organizada,positivo,0.799,0.123,0.107,0.36,0.189,0.221,triste,0.75,0.75,0.5,True,False
2109,13,194,2024-06-02 08:00:00,2024,6,22,6,8,3,4,3,"Bien en general, aunque faltó práctica",neutral,0.487,0.093,0.336,0.157,0.299,0.115,neutral,0.5,0.75,0.5,True,False
2110,7,495,2024-06-16 08:00:00,2024,6,24,6,8,4,4,4,"No entendí casi nada, muy confuso",negativo,0.259,0.151,0.254,0.219,0.276,0.099,enojado,0.75,0.75,0.75,True,False
2111,29,98,2024-10-04 18:00:00,2024,10,40,4,18,3,4,3,La clase fue muy dinámica e interesante,positivo,0.94,0.036,0.393,0.198,0.3,0.073,neutral,0.5,0.75,0.5,True,False
2112,15,423,2024-12-16 15:00:00,2024,12,51,0,15,4,4,3,"Me quedó muy claro el tema, gracias",positivo,0.676,0.427,0.005,0.042,0.274,0.252,feliz,0.75,0.75,0.5,True,False
2113,13,253,2024-03-03 11:00:00,2024,3,9,6,11,4,3,5,Muy buena metodología del docente,positivo,0.928,0.112,0.195,0.142,0.412,0.139,enojado,0.75,0.5,1.0,True,False
2114,27,170,2024-12-14 18:00:00,2024,12,50,5,18,5,4,3,Clase muy bien estructurada y organizada,positivo,0.735,0.26,0.05,0.181,0.28,0.229,enojado,1.0,0.75,0.5,True,False
2115,16,58,2024-11-12 12:00:00,2024,11,46,1,12,4,4,4,El docente domina el tema perfectamente,positivo,0.833,0.213,0.304,0.047,0.35,0.086,enojado,0.75,0.75,0.75,True,False
2116,1,47,2024-08-07 10:00:00,2024,8,32,2,10,5,4,2,"Más o menos, algunos conceptos poco claros",neutral,0.538,0.273,0.293,0.28,0.128,0.026,neutral,1.0,0.75,0.25,True,False
2117,30,144,2024-08-09 17:00:00,2024,8,32,4,17,3,3,5,El docente domina el tema perfectamente,positivo,0.818,0.224,0.476,0.046,0.179,0.075,neutral,0.5,0.5,1.0,True,False
2118,15,150,2024-06-15 12:00:00,2024,6,24,5,12,3,4,4,"No se escuchaba bien, problemas técnicos",negativo,0.27,0.349,0.002,0.277,0.315,0.056,feliz,0.5,0.75,0.75,True,False
2119,6,126,2024-12-04 18:00:00,2024,12,49,2,18,4,4,3,Entendí el tema pero fue un poco rápido,neutral,0.524,0.259,0.282,0.227,0.185,0.048,neutral,0.75,0.75,0.5,True,False
2120,29,135,2024-07-04 16:00:00,2024,7,27,3,16,4,5,3,"La clase estuvo bien, aunque faltaron más ejemplos",neutral,0.531,0.024,0.19,0.08,0.397,0.308,enojado,0.75,1.0,0.5,True,False
2121,19,15,2024-04-02 17:00:00,2024,4,14,1,17,4,5,3,Excelente manejo del tiempo y ejemplos,positivo,0.929,0.321,0.291,0.028,0.073,0.286,feliz,0.75,1.0,0.5,True,False
2122,15,375,2024-05-28 17:00:00,2024,5,22,1,17,5,5,4,El docente explicó muy rápido,negativo,0.056,0.191,0.175,0.277,0.234,0.124,triste,1.0,1.0,0.75,True,False
2123,12,260,2024-03-19 09:00:00,2024,3,12,1,9,3,1,4,Excelente manejo del tiempo y ejemplos,positivo,0.792,0.013,0.363,0.211,0.235,0.178,neutral,0.5,0.0,0.75,True,False
2124,9,130,2024-09-24 16:00:00,2024,9,39,1,16,4,3,5,"No entendí casi nada, muy confuso",negativo,0.199,0.168,0.189,0.215,0.234,0.193,enojado,0.75,0.5,1.0,True,False
2125,3,200,2024-09-27 18:00:00,2024,9,39,4,18,4,4,4,La clase fue muy dinámica e interesante,positivo,0.865,0.509,0.161,0.087,0.213,0.03,feliz,0.75,0.75,0.75,True,False
2126,26,344,2024-04-02 07:00:00,2024,4,14,1,7,4,5,5,Muy difícil seguir el ritmo de la clase,negativo,0.217,0.126,0.235,0.222,0.109,0.308,sorprendido,0.75,1.0,1.0,True,False
2127,5,266,2024-03-31 15:00:00,2024,3,13,6,15,4,5,5,La clase fue muy dinámica e interesante,positivo,0.685,0.184,0.131,0.286,0.226,0.173,triste,0.75,1.0,1.0,True,False
2128,9,288,2024-07-27 10:00:00,2024,7,30,5,10,4,4,5,El docente domina el tema perfectamente,positivo,0.789,0.248,0.133,0.258,0.09,0.271,sorprendido,0.75,0.75,1.0,True,False
2129,26,495,2024-06-12 08:00:00,2024,6,24,2,8,5,4,4,El docente domina el tema perfectamente,positivo,0.85,0.044,0.264,0.209,0.242,0.242,neutral,1.0,0.75,0.75,True,False
2130,10,208,2024-06-06 09:00:00,2024,6,23,3,9,4,3,5,El tema es interesante pero la clase fue larga,neutral,0.432,0.074,0.302,0.24,0.195,0.188,neutral,0.75,0.5,1.0,True,False
2131,4,414,2024-09-19 18:00:00,2024,9,38,3,18,5,4,4,"Aprendí mucho hoy, muy buena didáctica",positivo,0.654,0.265,0.267,0.188,0.052,0.228,neutral,1.0,0.75,0.75,True,False
2132,22,12,2024-10-18 17:00:00,2024,10,42,4,17,4,4,4,La clase fue muy dinámica e interesante,positivo,0.671,0.186,0.214,0.291,0.046,0.263,triste,0.75,0.75,0.75,True,False
2133,26,191,2024-04-05 15:00:00,2024,4,14,4,15,5,3,4,"Aprendí mucho hoy, muy buena didáctica",positivo,0.888,0.075,0.071,0.149,0.359,0.347,enojado,1.0,0.5,0.75,True,False
2134,6,206,2024-07-15 09:00:00,2024,7,29,0,9,4,5,5,"La clase estuvo bien, aunque faltaron más ejemplos",neutral,0.357,0.266,0.212,0.232,0.029,0.262,feliz,0.75,1.0,1.0,True,False
2135,10,495,2024-09-08 15:00:00,2024,9,36,6,15,3,3,4,Entendí el tema pero fue un poco rápido,neutral,0.371,0.048,0.051,0.323,0.287,0.291,triste,0.5,0.5,0.75,True,False
2136,13,454,2024-06-19 08:00:00,2024,6,25,2,8,4,3,4,"Aprendí mucho hoy, muy buena didáctica",positivo,0.935,0.144,0.371,0.275,0.062,0.148,neutral,0.75,0.5,0.75,True,False
2137,12,234,2024-06-11 14:00:00,2024,6,24,1,14,3,4,4,"La clase estuvo bien, aunque faltaron más ejemplos",neutral,0.487,0.298,0.117,0.269,0.123,0.193,feliz,0.5,0.75,0.75,True,False
2138,4,498,2024-09-03 13:00:00,2024,9,36,1,13,4,3,4,Clase muy bien estructurada y organizada,positivo,0.816,0.001,0.068,0.389,0.147,0.395,sorprendido,0.75,0.5,0.75,True,False
2139,6,300,2024-11-12 08:00:00,2024,11,46,1,8,5,4,4,La clase fue muy dinámica e interesante,positivo,0.775,0.232,0.134,0.24,0.16,0.235,triste,1.0,0.75,0.75,True,False
2140,17,153,2024-10-08 11:00:00,2024,10,41,1,11,5,3,5,"Excelente clase, muy clara la explicación",positivo,0.8,0.052,0.209,0.265,0.425,0.048,enojado,1.0,0.5,1.0,True,False
2141,20,364,2024-09-15 11:00:00,2024,9,37,6,11,5,3,4,"Faltaron ejemplos prácticos, solo teoría",negativo,0.163,0.207,0.224,0.163,0.206,0.199,neutral,1.0,0.5,0.75,True,False
2142,23,97,2024-12-03 14:00:00,2024,12,49,1,14,3,3,4,La clase fue muy dinámica e interesante,positivo,0.94,0.168,0.257,0.22,0.202,0.154,neutral,0.5,0.5,0.75,True,False
2143,27,284,2024-12-06 17:00:00,2024,12,49,4,17,5,1,5,"Aprendí mucho hoy, muy buena didáctica",positivo,0.811,0.402,0.122,0.009,0.419,0.048,enojado,1.0,0.0,1.0,True,False
2144,5,55,2024-08-28 18:00:00,2024,8,35,2,18,3,4,4,"Aprendí mucho hoy, muy buena didáctica",positivo,0.917,0.372,0.234,0.126,0.095,0.173,feliz,0.5,0.75,0.75,True,False
2145,11,34,2024-10-03 11:00:00,2024,10,40,3,11,3,3,4,"Aprendí mucho hoy, muy buena didáctica",positivo,0.876,0.017,0.123,0.092,0.56,0.207,enojado,0.5,0.5,0.75,True,False
2146,24,340,2024-04-29 12:00:00,2024,4,18,0,12,3,3,3,La clase fue aburrida y poco dinámica,negativo,0.317,0.066,0.225,0.334,0.322,0.053,triste,0.5,0.5,0.5,True,False
2147,9,117,2024-11-17 17:00:00,2024,11,46,6,17,4,4,5,"Faltaron ejemplos prácticos, solo teoría",negativo,0.059,0.112,0.019,0.065,0.163,0.64,sorprendido,0.75,0.75,1.0,True,False
2148,19,370,2024-07-19 18:00:00,2024,7,29,4,18,5,2,4,La clase fue aburrida y poco dinámica,negativo,0.129,0.067,0.254,0.129,0.342,0.208,enojado,1.0,0.25,0.75,True,False
2149,20,270,2024-09-07 14:00:00,2024,9,36,5,14,5,2,4,Muy buena metodología del docente,positivo,0.674,0.221,0.176,0.248,0.128,0.227,triste,1.0,0.25,0.75,True,False
2150,27,433,2024-12-08 12:00:00,2024,12,49,6,12,2,5,5,La clase fue muy dinámica e interesante,positivo,0.82,0.099,0.394,0.09,0.055,0.362,neutral,0.25,1.0,1.0,True,False
2151,25,456,2024-10-16 15:00:00,2024,10,42,2,15,3,3,5,"Regular, podría mejorar el ritmo",neutral,0.5,0.226,0.064,0.134,0.484,0.092,enojado,0.5,0.5,1.0,True,False
2152,15,240,2024-05-18 10:00:00,2024,5,20,5,10,4,3,3,"Me quedó muy claro el tema, gracias",positivo,0.917,0.211,0.292,0.134,0.277,0.086,neutral,0.75,0.5,0.5,True,False
2153,5,408,2024-09-01 07:00:00,2024,9,35,6,7,4,4,3,Clase muy bien estructurada y organizada,positivo,0.889,0.289,0.063,0.132,0.208,0.308,sorprendido,0.75,0.75,0.5,True,False
2154,22,74,2024-11-12 13:00:00,2024,11,46,1,13,3,3,4,"Me quedó muy claro el tema, gracias",positivo,0.848,0.343,0.136,0.454,0.054,0.013,triste,0.5,0.5,0.75,True,False
2155,11,34,2024-08-13 10:00:00,2024,8,33,1,10,5,3,3,El docente domina el tema perfectamente,positivo,0.758,0.24,0.191,0.271,0.157,0.141,triste,1.0,0.5,0.5,True,False
2156,17,102,2024-04-23 18:00:00,2024,4,17,1,18,4,5,3,"Regular, podría mejorar el ritmo",neutral,0.387,0.084,0.33,0.079,0.386,0.122,enojado,0.75,1.0,0.5,True,False
2157,23,413,2024-11-22 10:00:00,2024,11,47,4,10,5,4,2,Muy buena metodología del docente,positivo,0.662,0.002,0.098,0.265,0.353,0.282,enojado,1.0,0.75,0.25,True,False
2158,3,487,2024-11-20 14:00:00,2024,11,47,2,14,2,5,4,"No se escuchaba bien, problemas técnicos",negativo,0.121,0.132,0.305,0.013,0.177,0.372,sorprendido,0.25,1.0,0.75,True,False
2159,29,333,2024-07-13 18:00:00,2024,7,28,5,18,2,3,3,"Más o menos, algunos conceptos poco claros",neutral,0.428,0.115,0.164,0.054,0.376,0.291,enojado,0.25,0.5,0.5,True,False
2160,13,81,2024-12-13 16:00:00,2024,12,50,4,16,5,1,5,"No entendí casi nada, muy confuso",negativo,0.249,0.273,0.078,0.248,0.06,0.341,sorprendido,1.0,0.0,1.0,True,False
2161,13,434,2024-07-21 15:00:00,2024,7,29,6,15,5,3,3,Muy difícil seguir el ritmo de la clase,negativo,0.317,0.247,0.107,0.202,0.198,0.246,feliz,1.0,0.5,0.5,True,False
2162,1,140,2024-11-03 13:00:00,2024,11,44,6,13,5,1,3,La clase fue muy dinámica e interesante,positivo,0.888,0.15,0.045,0.36,0.341,0.105,triste,1.0,0.0,0.5,True,False
2163,9,36,2024-08-03 08:00:00,2024,8,31,5,8,3,5,3,"Más o menos, algunos conceptos poco claros",neutral,0.385,0.249,0.266,0.083,0.175,0.227,neutral,0.5,1.0,0.5,True,False
2164,1,454,2024-07-08 13:00:00,2024,7,28,0,13,4,3,4,"Me quedó muy claro el tema, gracias",positivo,0.935,0.3,0.035,0.322,0.147,0.196,triste,0.75,0.5,0.75,True,False
2165,7,406,2024-12-03 16:00:00,2024,12,49,1,16,1,4,4,Clase muy bien estructurada y organizada,positivo,0.65,0.223,0.159,0.184,0.284,0.15,enojado,0.0,0.75,0.75,True,False
2166,28,461,2024-09-16 17:00:00,2024,9,38,0,17,1,3,3,La clase fue muy dinámica e interesante,positivo,0.895,0.0,0.209,0.335,0.054,0.402,sorprendido,0.0,0.5,0.5,True,False
2167,10,450,2024-07-05 07:00:00,2024,7,27,4,7,4,2,2,Muy buena metodología del docente,positivo,0.755,0.356,0.113,0.152,0.039,0.34,feliz,0.75,0.25,0.25,True,False
2168,9,38,2024-11-29 13:00:00,2024,11,48,4,13,5,3,5,Entendí el tema pero fue un poco rápido,neutral,0.5,0.08,0.118,0.399,0.14,0.262,triste,1.0,0.5,1.0,True,False
2169,10,209,2024-05-07 10:00:00,2024,5,19,1,10,4,4,4,"Regular, podría mejorar el ritmo",neutral,0.381,0.342,0.413,0.142,0.034,0.069,neutral,0.75,0.75,0.75,True,False
2170,27,32,2024-03-01 14:00:00,2024,3,9,4,14,5,4,3,"La clase estuvo bien, aunque faltaron más ejemplos",neutral,0.424,0.208,0.55,0.139,0.009,0.094,neutral,1.0,0.75,0.5,True,False
2171,18,475,2024-12-06 18:00:00,2024,12,49,4,18,3,5,3,"Excelente clase, muy clara la explicación",positivo,0.821,0.216,0.15,0.183,0.302,0.149,enojado,0.5,1.0,0.5,True,False
2172,26,213,2024-11-01 16:00:00,2024,11,44,4,16,4,4,3,"Más o menos, algunos conceptos poco claros",neutral,0.491,0.209,0.159,0.134,0.268,0.23,enojado,0.75,0.75,0.5,True,False
2173,4,423,2024-03-30 08:00:00,2024,3,13,5,8,5,4,4,"Regular, podría mejorar el ritmo",neutral,0.506,0.073,0.321,0.181,0.258,0.168,neutral,1.0,0.75,0.75,True,False
2174,2,375,2024-06-15 14:00:00,2024,6,24,5,14,3,4,1,El docente explicó muy rápido,negativo,0.319,0.093,0.201,0.213,0.362,0.131,enojado,0.5,0.75,0.0,True,False
2175,21,25,2024-10-16 08:00:00,2024,10,42,2,8,4,4,4,"Aprendí mucho hoy, muy buena didáctica",positivo,0.67,0.171,0.225,0.16,0.266,0.178,enojado,0.75,0.75,0.75,True,False
2176,30,265,2024-11-29 13:00:00,2024,11,48,4,13,4,4,4,"Regular, podría mejorar el ritmo",neutral,0.443,0.286,0.194,0.009,0.283,0.229,feliz,0.75,0.75,0.75,True,False
2177,25,420,2024-10-10 16:00:00,2024,10,41,3,16,4,5,4,"Aprendí mucho hoy, muy buena didáctica",positivo,0.871,0.024,0.171,0.29,0.278,0.237,triste,0.75,1.0,0.75,True,False
2178,1,199,2024-05-28 14:00:00,2024,5,22,1,14,2,4,4,"Me quedó muy claro el tema, gracias",positivo,0.671,0.235,0.194,0.24,0.0,0.33,sorprendido,0.25,0.75,0.75,True,False
2179,3,385,2024-10-16 11:00:00,2024,10,42,2,11,5,3,4,Excelente manejo del tiempo y ejemplos,positivo,0.767,0.38,0.001,0.359,0.174,0.086,feliz,1.0,0.5,0.75,True,False
2180,22,361,2024-08-11 09:00:00,2024,8,32,6,9,4,1,4,La clase fue aburrida y poco dinámica,negativo,0.226,0.14,0.203,0.21,0.176,0.272,sorprendido,0.75,0.0,0.75,True,False
2181,6,431,2024-04-09 11:00:00,2024,4,15,1,11,5,4,4,"La clase estuvo bien, aunque faltaron más ejemplos",neutral,0.369,0.394,0.082,0.298,0.13,0.096,feliz,1.0,0.75,0.75,True,False
2182,15,169,2024-03-14 12:00:00,2024,3,11,3,12,5,1,5,El tema es interesante pero la clase fue larga,neutral,0.485,0.063,0.189,0.251,0.461,0.037,enojado,1.0,0.0,1.0,True,False
2183,20,463,2024-04-20 18:00:00,2024,4,16,5,18,4,3,4,Muy difícil seguir el ritmo de la clase,negativo,0.16,0.108,0.1,0.219,0.414,0.16,enojado,0.75,0.5,0.75,True,False
2184,29,322,2024-03-04 16:00:00,2024,3,10,0,16,3,5,5,La clase fue muy dinámica e interesante,positivo,0.833,0.183,0.238,0.102,0.29,0.187,enojado,0.5,1.0,1.0,True,False
2185,17,96,2024-06-25 08:00:00,2024,6,26,1,8,2,2,2,"Más o menos, algunos conceptos poco claros",neutral,0.476,0.25,0.021,0.377,0.15,0.202,triste,0.25,0.25,0.25,True,False
2186,11,77,2024-06-14 17:00:00,2024,6,24,4,17,3,4,3,"La clase estuvo bien, aunque faltaron más ejemplos",neutral,0.426,0.273,0.268,0.095,0.075,0.288,sorprendido,0.5,0.75,0.5,True,False
2187,20,139,2024-05-10 12:00:00,2024,5,19,4,12,5,4,5,"No se escuchaba bien, problemas técnicos",negativo,0.236,0.284,0.103,0.025,0.324,0.265,enojado,1.0,0.75,1.0,True,False
2188,16,334,2024-10-21 16:00:00,2024,10,43,0,16,4,4,4,"Bien en general, aunque faltó práctica",neutral,0.532,0.408,0.334,0.084,0.137,0.037,feliz,0.75,0.75,0.75,True,False
2189,25,140,2024-04-07 13:00:00,2024,4,14,6,13,4,5,5,"Excelente clase, muy clara la explicación",positivo,0.687,0.2,0.032,0.28,0.311,0.177,enojado,0.75,1.0,1.0,True,False
2190,24,428,2024-05-05 17:00:00,2024,5,18,6,17,3,1,5,El docente domina el tema perfectamente,positivo,0.667,0.007,0.091,0.129,0.17,0.604,sorprendido,0.5,0.0,1.0,True,False
2191,28,401,2024-11-09 07:00:00,2024,11,45,5,7,4,4,4,"Bien en general, aunque faltó práctica",neutral,0.523,0.051,0.112,0.32,0.256,0.261,triste,0.75,0.75,0.75,True,False
2192,23,213,2024-05-31 10:00:00,2024,5,22,4,10,5,5,5,El tema es interesante pero la clase fue larga,neutral,0.355,0.303,0.137,0.148,0.076,0.337,sorprendido,1.0,1.0,1.0,True,False
2193,22,42,2024-11-07 11:00:00,2024,11,45,3,11,5,2,4,"Excelente clase, muy clara la explicación",positivo,0.907,0.434,0.16,0.148,0.041,0.217,feliz,1.0,0.25,0.75,True,False
2194,17,272,2024-10-20 18:00:00,2024,10,42,6,18,5,4,4,La clase fue muy dinámica e interesante,positivo,0.736,0.214,0.144,0.177,0.21,0.255,sorprendido,1.0,0.75,0.75,True,False
2195,25,68,2024-03-17 15:00:00,2024,3,11,6,15,4,2,4,"Faltaron ejemplos prácticos, solo teoría",negativo,0.172,0.349,0.277,0.297,0.011,0.066,feliz,0.75,0.25,0.75,True,False
2196,4,332,2024-10-18 10:00:00,2024,10,42,4,10,4,2,5,Entendí el tema pero fue un poco rápido,neutral,0.475,0.365,0.2,0.123,0.185,0.127,feliz,0.75,0.25,1.0,True,False
2197,9,146,2024-08-03 07:00:00,2024,8,31,5,7,4,3,3,"Me quedó muy claro el tema, gracias",positivo,0.681,0.322,0.301,0.25,0.062,0.065,feliz,0.75,0.5,0.5,True,False
