time_id,fecha_completa,anio,mes,mes_nombre,trimestre,semana,dia,dia_semana,dia_nombre,hora,turno
2626,2024-07-27 08:00:00,2024,7,July,3,30,27,5,Saturday,8,Mañana
2627,2024-08-30 14:00:00,2024,8,August,3,35,30,4,Friday,14,Tarde
2628,2024-10-22 07:00:00,2024,10,October,4,43,22,1,Tuesday,7,Mañana
2629,2024-05-13 10:00:00,2024,5,May,2,20,13,0,Monday,10,Mañana
2630,2024-06-21 17:00:00,2024,6,June,2,25,21,4,Friday,17,Tarde
2631,2024-12-14 16:00:00,2024,12,December,4,50,14,5,Saturday,16,Tarde
2632,2024-04-21 13:00:00,2024,4,April,2,16,21,6,Sunday,13,Tarde
2633,2024-05-12 17:00:00,2024,5,May,2,19,12,6,Sunday,17,Tarde
2634,2024-03-02 15:00:00,2024,3,March,1,9,2,5,Saturday,15,Tarde
2635,2024-11-10 15:00:00,2024,11,November,4,45,10,6,Sunday,15,Tarde
2636,2024-12-26 09:00:00,2024,12,December,4,52,26,3,Thursday,9,Mañana
2637,2024-09-16 12:00:00,2024,9,September,3,38,16,0,Monday,12,Mañana
2638,2024-12-21 14:00:00,2024,12,December,4,51,21,5,Saturday,14,Tarde
2639,2024-04-14 11:00:00,2024,4,April,2,15,14,6,Sunday,11,Mañana
2640,2024-03-26 14:00:00,2024,3,March,1,13,26,1,Tuesday,14,Tarde
2641,2024-10-25 18:00:00,2024,10,October,4,43,25,4,Friday,18,Noche
2642,2024-09-06 09:00:00,2024,9,September,3,36,6,4,Friday,9,Mañana
2643,2024-12-03 13:00:00,2024,12,December,4,49,3,1,Tuesday,13,Tarde
2644,2024-10-09 15:00:00,2024,10,October,4,41,9,2,Wednesday,15,Tarde
2645,2024-11-06 09:00:00,2024,11,November,4,45,6,2,Wednesday,9,Mañana
2646,2024-08-03 13:00:00,2024,8,August,3,31,3,5,Saturday,13,Tarde
2647,2024-04-13 08:00:00,2024,4,April,2,15,13,5,Saturday,8,Mañana
2648,2024-04-21 11:00:00,2024,4,April,2,16,21,6,Sunday,11,Mañana
2649,2024-03-06 08:00:00,2024,3,March,1,10,6,2,Wednesday,8,Mañana
2650,2024-09-17 11:00:00,2024,9,September,3,38,17,1,Tuesday,11,Mañana
2651,2024-12-08 11:00:00,2024,12,December,4,49,8,6,Sunday,11,Mañana
2652,2024-10-31 13:00:00,2024,10,October,4,44,31,3,Thursday,13,Tarde
2653,2024-05-13 08:00:00,2024,5,May,2,20,13,0,Monday,8,Mañana
2654,2024-11-18 08:00:00,2024,11,November,4,47,18,0,Monday,8,Mañana
2655,2024-06-30 17:00:00,2024,6,June,2,26,30,6,Sunday,17,Tarde
2656,2024-10-21 07:00:00,2024,10,October,4,43,21,0,Monday,7,Mañana
2657,2024-12-24 14:00:00,2024,12,December,4,52,24,1,Tuesday,14,Tarde
2658,2024-05-19 14:00:00,2024,5,May,2,20,19,6,Sunday,14,Tarde
2659,2024-06-18 15:00:00,2024,6,June,2,25,18,1,Tuesday,15,Tarde
2660,2024-03-12 08:00:00,2024,3,March,1,11,12,1,Tuesday,8,Mañana
2661,2024-07-30 08:00:00,2024,7,July,3,31,30,1,Tuesday,8,Mañana
2662,2024-11-05 12:00:00,2024,11,November,4,45,5,1,Tuesday,12,Mañana
2663,2024-04-20 09:00:00,2024,4,April,2,16,20,5,Saturday,9,Mañana
2664,2024-12-09 18:00:00,2024,12,December,4,50,9,0,Monday,18,Noche
2665,2024-08-21 18:00:00,2024,8,August,3,34,21,2,Wednesday,18,Noche
2666,2024-05-02 12:00:00,2024,5,May,2,18,2,3,Thursday,12,Mañana
2667,2024-11-28 10:00:00,2024,11,November,4,48,28,3,Thursday,10,Mañana
2668,2024-09-28 08:00:00,2024,9,September,3,39,28,5,Saturday,8,Mañana
2669,2024-06-06 15:00:00,2024,6,June,2,23,6,3,Thursday,15,Tarde
2670,2024-07-21 15:00:00,2024,7,July,3,29,21,6,Sunday,15,Tarde
2671,2024-06-01 07:00:00,2024,6,June,2,22,1,5,Saturday,7,Mañana
2672,2024-10-10 16:00:00,2024,10,October,4,41,10,3,Thursday,16,Tarde
2673,2024-03-01 07:00:00,2024,3,March,1,9,1,4,Friday,7,Mañana
2674,2024-06-04 16:00:00,2024,6,June,2,23,4,1,Tuesday,16,Tarde
2675,2024-12-23 07:00:00,2024,12,December,4,52,23,0,Monday,7,Mañana
2676,2024-03-09 16:00:00,2024,3,March,1,10,9,5,Saturday,16,Tarde
2677,2024-09-17 16:00:00,2024,9,September,3,38,17,1,Tuesday,16,Tarde
2678,2024-04-20 10:00:00,2024,4,April,2,16,20,5,Saturday,10,Mañana
2679,2024-11-05 09:00:00,2024,11,November,4,45,5,1,Tuesday,9,Mañana
2680,2024-11-16 18:00:00,2024,11,November,4,46,16,5,Saturday,18,Noche
2681,2024-09-30 08:00:00,2024,9,September,3,40,30,0,Monday,8,Mañana
2682,2024-10-25 07:00:00,2024,10,October,4,43,25,4,Friday,7,Mañana
2683,2024-05-07 16:00:00,2024,5,May,2,19,7,1,Tuesday,16,Tarde
2684,2024-10-17 10:00:00,2024,10,October,4,42,17,3,Thursday,10,Mañana
2685,2024-09-22 13:00:00,2024,9,September,3,38,22,6,Sunday,13,Tarde
2686,2024-05-21 11:00:00,2024,5,May,2,21,21,1,Tuesday,11,Mañana
2687,2024-07-15 13:00:00,2024,7,July,3,29,15,0,Monday,13,Tarde
2688,2024-05-08 16:00:00,2024,5,May,2,19,8,2,Wednesday,16,Tarde
2689,2024-10-05 11:00:00,2024,10,October,4,40,5,5,Saturday,11,Mañana
2690,2024-08-27 13:00:00,2024,8,August,3,35,27,1,Tuesday,13,Tarde
2691,2024-08-27 15:00:00,2024,8,August,3,35,27,1,Tuesday,15,Tarde
2692,2024-08-07 10:00:00,2024,8,August,3,32,7,2,Wednesday,10,Mañana
2693,2024-07-15 09:00:00,2024,7,July,3,29,15,0,Monday,9,Mañana
2694,2024-08-31 10:00:00,2024,8,August,3,35,31,5,Saturday,10,Mañana
2695,2024-07-30 07:00:00,2024,7,July,3,31,30,1,Tuesday,7,Mañana
2696,2024-08-27 17:00:00,2024,8,August,3,35,27,1,Tuesday,17,Tarde
2697,2024-08-29 08:00:00,2024,8,August,3,35,29,3,Thursday,8,Mañana
2698,2024-03-12 12:00:00,2024,3,March,1,11,12,1,Tuesday,12,Mañana
2699,2024-04-25 15:00:00,2024,4,April,2,17,25,3,Thursday,15,Tarde
2700,2024-03-13 15:00:00,2024,3,March,1,11,13,2,Wednesday,15,Tarde
2701,2024-06-13 14:00:00,2024,6,June,2,24,13,3,Thursday,14,Tarde
2702,2024-12-21 10:00:00,2024,12,December,4,51,21,5,Saturday,10,Mañana
2703,2024-07-16 10:00:00,2024,7,July,3,29,16,1,Tuesday,10,Mañana
2704,2024-12-16 16:00:00,2024,12,December,4,51,16,0,Monday,16,Tarde
2705,2024-05-03 17:00:00,2024,5,May,2,18,3,4,Friday,17,Tarde
2706,2024-08-27 13:00:00,2024,8,August,3,35,27,1,Tuesday,13,Tarde
2707,2024-12-03 17:00:00,2024,12,December,4,49,3,1,Tuesday,17,Tarde
2708,2024-09-20 12:00:00,2024,9,September,3,38,20,4,Friday,12,Mañana
2709,2024-07-14 08:00:00,2024,7,July,3,28,14,6,Sunday,8,Mañana
2710,2024-11-26 10:00:00,2024,11,November,4,48,26,1,Tuesday,10,Mañana
2711,2024-05-31 18:00:00,2024,5,May,2,22,31,4,Friday,18,Noche
2712,2024-04-29 08:00:00,2024,4,April,2,18,29,0,Monday,8,Mañana
2713,2024-04-11 16:00:00,2024,4,April,2,15,11,3,Thursday,16,Tarde
2714,2024-09-16 15:00:00,2024,9,September,3,38,16,0,Monday,15,Tarde
2715,2024-08-01 13:00:00,2024,8,August,3,31,1,3,Thursday,13,Tarde
2716,2024-06-30 08:00:00,2024,6,June,2,26,30,6,Sunday,8,Mañana
2717,2024-05-24 12:00:00,2024,5,May,2,21,24,4,Friday,12,Mañana
2718,2024-03-08 12:00:00,2024,3,March,1,10,8,4,Friday,12,Mañana
2719,2024-11-18 10:00:00,2024,11,November,4,47,18,0,Monday,10,Mañana
2720,2024-07-15 15:00:00,2024,7,July,3,29,15,0,Monday,15,Tarde
2721,2024-04-28 14:00:00,2024,4,April,2,17,28,6,Sunday,14,Tarde
2722,2024-05-03 14:00:00,2024,5,May,2,18,3,4,Friday,14,Tarde
2723,2024-04-20 18:00:00,2024,4,April,2,16,20,5,Saturday,18,Noche
2724,2024-10-12 08:00:00,2024,10,October,4,41,12,5,Saturday,8,Mañana
2725,2024-06-10 16:00:00,2024,6,June,2,24,10,0,Monday,16,Tarde
2726,2024-09-18 08:00:00,2024,9,September,3,38,18,2,Wednesday,8,Mañana
2727,2024-03-07 10:00:00,2024,3,March,1,10,7,3,Thursday,10,Mañana
2728,2024-08-07 14:00:00,2024,8,August,3,32,7,2,Wednesday,14,Tarde
2729,2024-11-22 13:00:00,2024,11,November,4,47,22,4,Friday,13,Tarde
2730,2024-12-24 09:00:00,2024,12,December,4,52,24,1,Tuesday,9,Mañana
2731,2024-05-26 12:00:00,2024,5,May,2,21,26,6,Sunday,12,Mañana
2732,2024-12-25 12:00:00,2024,12,December,4,52,25,2,Wednesday,12,Mañana
2733,2024-03-08 12:00:00,2024,3,March,1,10,8,4,Friday,12,Mañana
2734,2024-10-06 18:00:00,2024,10,October,4,40,6,6,Sunday,18,Noche
2735,2024-08-30 07:00:00,2024,8,August,3,35,30,4,Friday,7,Mañana
2736,2024-07-25 08:00:00,2024,7,July,3,30,25,3,Thursday,8,Mañana
2737,2024-10-24 07:00:00,2024,10,October,4,43,24,3,Thursday,7,Mañana
2738,2024-10-02 11:00:00,2024,10,October,4,40,2,2,Wednesday,11,Mañana
2739,2024-07-29 16:00:00,2024,7,July,3,31,29,0,Monday,16,Tarde
2740,2024-08-10 11:00:00,2024,8,August,3,32,10,5,Saturday,11,Mañana
2741,2024-05-25 13:00:00,2024,5,May,2,21,25,5,Saturday,13,Tarde
2742,2024-08-16 13:00:00,2024,8,August,3,33,16,4,Friday,13,Tarde
2743,2024-10-26 16:00:00,2024,10,October,4,43,26,5,Saturday,16,Tarde
2744,2024-05-01 10:00:00,2024,5,May,2,18,1,2,Wednesday,10,Mañana
2745,2024-03-09 15:00:00,2024,3,March,1,10,9,5,Saturday,15,Tarde
2746,2024-04-05 15:00:00,2024,4,April,2,14,5,4,Friday,15,Tarde
2747,2024-11-30 13:00:00,2024,11,November,4,48,30,5,Saturday,13,Tarde
2748,2024-11-29 18:00:00,2024,11,November,4,48,29,4,Friday,18,Noche
2749,2024-04-02 18:00:00,2024,4,April,2,14,2,1,Tuesday,18,Noche
2750,2024-03-18 12:00:00,2024,3,March,1,12,18,0,Monday,12,Mañana
2751,2024-12-03 15:00:00,2024,12,December,4,49,3,1,Tuesday,15,Tarde
2752,2024-08-26 08:00:00,2024,8,August,3,35,26,0,Monday,8,Mañana
2753,2024-03-22 10:00:00,2024,3,March,1,12,22,4,Friday,10,Mañana
2754,2024-07-28 11:00:00,2024,7,July,3,30,28,6,Sunday,11,Mañana
2755,2024-07-11 10:00:00,2024,7,July,3,28,11,3,Thursday,10,Mañana
2756,2024-04-07 08:00:00,2024,4,April,2,14,7,6,Sunday,8,Mañana
2757,2024-11-02 09:00:00,2024,11,November,4,44,2,5,Saturday,9,Mañana
2758,2024-06-25 18:00:00,2024,6,June,2,26,25,1,Tuesday,18,Noche
2759,2024-05-14 18:00:00,2024,5,May,2,20,14,1,Tuesday,18,Noche
2760,2024-05-17 17:00:00,2024,5,May,2,20,17,4,Friday,17,Tarde
2761,2024-09-14 10:00:00,2024,9,September,3,37,14,5,Saturday,10,Mañana
2762,2024-03-19 11:00:00,2024,3,March,1,12,19,1,Tuesday,11,Mañana
2763,2024-03-16 15:00:00,2024,3,March,1,11,16,5,Saturday,15,Tarde
2764,2024-11-08 07:00:00,2024,11,November,4,45,8,4,Friday,7,Mañana
2765,2024-04-05 17:00:00,2024,4,April,2,14,5,4,Friday,17,Tarde
2766,2024-10-18 14:00:00,2024,10,October,4,42,18,4,Friday,14,Tarde
2767,2024-06-08 15:00:00,2024,6,June,2,23,8,5,Saturday,15,Tarde
2768,2024-03-05 16:00:00,2024,3,March,1,10,5,1,Tuesday,16,Tarde
2769,2024-07-15 15:00:00,2024,7,July,3,29,15,0,Monday,15,Tarde
2770,2024-05-10 15:00:00,2024,5,May,2,19,10,4,Friday,15,Tarde
2771,2024-07-14 07:00:00,2024,7,July,3,28,14,6,Sunday,7,Mañana
2772,2024-04-04 13:00:00,2024,4,April,2,14,4,3,Thursday,13,Tarde
2773,2024-12-24 18:00:00,2024,12,December,4,52,24,1,Tuesday,18,Noche
2774,2024-12-22 18:00:00,2024,12,December,4,51,22,6,Sunday,18,Noche
2775,2024-09-02 11:00:00,2024,9,September,3,36,2,0,Monday,11,Mañana
2776,2024-10-23 10:00:00,2024,10,October,4,43,23,2,Wednesday,10,Mañana
2777,2024-12-14 10:00:00,2024,12,December,4,50,14,5,Saturday,10,Mañana
2778,2024-12-22 11:00:00,2024,12,December,4,51,22,6,Sunday,11,Mañana
2779,2024-12-18 14:00:00,2024,12,December,4,51,18,2,Wednesday,14,Tarde
2780,2024-04-21 08:00:00,2024,4,April,2,16,21,6,Sunday,8,Mañana
2781,2024-10-04 13:00:00,2024,10,October,4,40,4,4,Friday,13,Tarde
2782,2024-07-29 08:00:00,2024,7,July,3,31,29,0,Monday,8,Mañana
2783,2024-07-20 17:00:00,2024,7,July,3,29,20,5,Saturday,17,Tarde
2784,2024-04-21 12:00:00,2024,4,April,2,16,21,6,Sunday,12,Mañana
2785,2024-04-04 18:00:00,2024,4,April,2,14,4,3,Thursday,18,Noche
2786,2024-03-18 17:00:00,2024,3,March,1,12,18,0,Monday,17,Tarde
2787,2024-11-27 15:00:00,2024,11,November,4,48,27,2,Wednesday,15,Tarde
2788,2024-09-18 17:00:00,2024,9,September,3,38,18,2,Wednesday,17,Tarde
2789,2024-08-27 10:00:00,2024,8,August,3,35,27,1,Tuesday,10,Mañana
2790,2024-09-09 18:00:00,2024,9,September,3,37,9,0,Monday,18,Noche
2791,2024-09-01 11:00:00,2024,9,September,3,35,1,6,Sunday,11,Mañana
2792,2024-12-17 08:00:00,2024,12,December,4,51,17,1,Tuesday,8,Mañana
2793,2024-10-24 07:00:00,2024,10,October,4,43,24,3,Thursday,7,Mañana
2794,2024-07-16 07:00:00,2024,7,July,3,29,16,1,Tuesday,7,Mañana
2795,2024-06-06 17:00:00,2024,6,June,2,23,6,3,Thursday,17,Tarde
2796,2024-06-26 18:00:00,2024,6,June,2,26,26,2,Wednesday,18,Noche
2797,2024-04-06 11:00:00,2024,4,April,2,14,6,5,Saturday,11,Mañana
2798,2024-09-01 13:00:00,2024,9,September,3,35,1,6,Sunday,13,Tarde
2799,2024-09-23 17:00:00,2024,9,September,3,39,23,0,Monday,17,Tarde
2800,2024-04-14 08:00:00,2024,4,April,2,15,14,6,Sunday,8,Mañana
2801,2024-06-21 07:00:00,2024,6,June,2,25,21,4,Friday,7,Mañana
2802,2024-12-07 07:00:00,2024,12,December,4,49,7,5,Saturday,7,Mañana
2803,2024-05-10 09:00:00,2024,5,May,2,19,10,4,Friday,9,Mañana
2804,2024-07-16 16:00:00,2024,7,July,3,29,16,1,Tuesday,16,Tarde
2805,2024-05-13 18:00:00,2024,5,May,2,20,13,0,Monday,18,Noche
2806,2024-04-17 13:00:00,2024,4,April,2,16,17,2,Wednesday,13,Tarde
2807,2024-07-18 17:00:00,2024,7,July,3,29,18,3,Thursday,17,Tarde
2808,2024-11-13 13:00:00,2024,11,November,4,46,13,2,Wednesday,13,Tarde
2809,2024-09-24 08:00:00,2024,9,September,3,39,24,1,Tuesday,8,Mañana
2810,2024-04-22 13:00:00,2024,4,April,2,17,22,0,Monday,13,Tarde
2811,2024-07-12 07:00:00,2024,7,July,3,28,12,4,Friday,7,Mañana
2812,2024-03-24 15:00:00,2024,3,March,1,12,24,6,Sunday,15,Tarde
2813,2024-08-03 09:00:00,2024,8,August,3,31,3,5,Saturday,9,Mañana
2814,2024-06-16 07:00:00,2024,6,June,2,24,16,6,Sunday,7,Mañana
2815,2024-12-17 13:00:00,2024,12,December,4,51,17,1,Tuesday,13,Tarde
2816,2024-12-18 12:00:00,2024,12,December,4,51,18,2,Wednesday,12,Mañana
2817,2024-06-08 16:00:00,2024,6,June,2,23,8,5,Saturday,16,Tarde
2818,2024-06-30 17:00:00,2024,6,June,2,26,30,6,Sunday,17,Tarde
2819,2024-09-12 14:00:00,2024,9,September,3,37,12,3,Thursday,14,Tarde
2820,2024-10-04 10:00:00,2024,10,October,4,40,4,4,Friday,10,Mañana
2821,2024-11-26 17:00:00,2024,11,November,4,48,26,1,Tuesday,17,Tarde
2822,2024-12-14 10:00:00,2024,12,December,4,50,14,5,Saturday,10,Mañana
2823,2024-12-20 10:00:00,2024,12,December,4,51,20,4,Friday,10,Mañana
2824,2024-05-20 12:00:00,2024,5,May,2,21,20,0,Monday,12,Mañana
2825,2024-12-20 12:00:00,2024,12,December,4,51,20,4,Friday,12,Mañana
2826,2024-06-21 08:00:00,2024,6,June,2,25,21,4,Friday,8,Mañana
2827,2024-12-13 07:00:00,2024,12,December,4,50,13,4,Friday,7,Mañana
2828,2024-06-09 12:00:00,2024,6,June,2,23,9,6,Sunday,12,Mañana
2829,2024-08-09 08:00:00,2024,8,August,3,32,9,4,Friday,8,Mañana
2830,2024-07-24 14:00:00,2024,7,July,3,30,24,2,Wednesday,14,Tarde
2831,2024-06-06 12:00:00,2024,6,June,2,23,6,3,Thursday,12,Mañana
2832,2024-09-01 13:00:00,2024,9,September,3,35,1,6,Sunday,13,Tarde
2833,2024-10-02 13:00:00,2024,10,October,4,40,2,2,Wednesday,13,Tarde
2834,2024-08-10 12:00:00,2024,8,August,3,32,10,5,Saturday,12,Mañana
2835,2024-12-14 09:00:00,2024,12,December,4,50,14,5,Saturday,9,Mañana
2836,2024-12-18 13:00:00,2024,12,December,4,51,18,2,Wednesday,13,Tarde
2837,2024-12-21 15:00:00,2024,12,December,4,51,21,5,Saturday,15,Tarde
2838,2024-12-15 09:00:00,2024,12,December,4,50,15,6,Sunday,9,Mañana
2839,2024-03-05 07:00:00,2024,3,March,1,10,5,1,Tuesday,7,Mañana
2840,2024-11-26 15:00:00,2024,11,November,4,48,26,1,Tuesday,15,Tarde
2841,2024-10-30 17:00:00,2024,10,October,4,44,30,2,Wednesday,17,Tarde
2842,2024-12-10 07:00:00,2024,12,December,4,50,10,1,Tuesday,7,Mañana
2843,2024-05-11 12:00:00,2024,5,May,2,19,11,5,Saturday,12,Mañana
2844,2024-10-13 10:00:00,2024,10,October,4,41,13,6,Sunday,10,Mañana
2845,2024-03-23 18:00:00,2024,3,March,1,12,23,5,Saturday,18,Noche
2846,2024-03-19 15:00:00,2024,3,March,1,12,19,1,Tuesday,15,Tarde
2847,2024-05-23 08:00:00,2024,5,May,2,21,23,3,Thursday,8,Mañana
2848,2024-12-23 08:00:00,2024,12,December,4,52,23,0,Monday,8,Mañana
2849,2024-07-01 18:00:00,2024,7,July,3,27,1,0,Monday,18,Noche
2850,2024-10-21 17:00:00,2024,10,October,4,43,21,0,Monday,17,Tarde
2851,2024-10-15 09:00:00,2024,10,October,4,42,15,1,Tuesday,9,Mañana
2852,2024-06-06 14:00:00,2024,6,June,2,23,6,3,Thursday,14,Tarde
2853,2024-04-17 09:00:00,2024,4,April,2,16,17,2,Wednesday,9,Mañana
2854,2024-10-31 11:00:00,2024,10,October,4,44,31,3,Thursday,11,Mañana
2855,2024-11-19 09:00:00,2024,11,November,4,47,19,1,Tuesday,9,Mañana
2856,2024-10-06 11:00:00,2024,10,October,4,40,6,6,Sunday,11,Mañana
2857,2024-08-29 14:00:00,2024,8,August,3,35,29,3,Thursday,14,Tarde
2858,2024-07-09 16:00:00,2024,7,July,3,28,9,1,Tuesday,16,Tarde
2859,2024-10-17 11:00:00,2024,10,October,4,42,17,3,Thursday,11,Mañana
2860,2024-06-01 12:00:00,2024,6,June,2,22,1,5,Saturday,12,Mañana
2861,2024-10-17 18:00:00,2024,10,October,4,42,17,3,Thursday,18,Noche
2862,2024-11-12 09:00:00,2024,11,November,4,46,12,1,Tuesday,9,Mañana
2863,2024-08-12 14:00:00,2024,8,August,3,33,12,0,Monday,14,Tarde
2864,2024-03-19 18:00:00,2024,3,March,1,12,19,1,Tuesday,18,Noche
2865,2024-11-17 12:00:00,2024,11,November,4,46,17,6,Sunday,12,Mañana
2866,2024-03-19 11:00:00,2024,3,March,1,12,19,1,Tuesday,11,Mañana
2867,2024-10-07 14:00:00,2024,10,October,4,41,7,0,Monday,14,Tarde
2868,2024-03-16 07:00:00,2024,3,March,1,11,16,5,Saturday,7,Mañana
2869,2024-10-11 09:00:00,2024,10,October,4,41,11,4,Friday,9,Mañana
2870,2024-10-09 10:00:00,2024,10,October,4,41,9,2,Wednesday,10,Mañana
2871,2024-06-20 18:00:00,2024,6,June,2,25,20,3,Thursday,18,Noche
2872,2024-08-23 10:00:00,2024,8,August,3,34,23,4,Friday,10,Mañana
2873,2024-04-08 16:00:00,2024,4,April,2,15,8,0,Monday,16,Tarde
2874,2024-09-22 11:00:00,2024,9,September,3,38,22,6,Sunday,11,Mañana
2875,2024-12-15 12:00:00,2024,12,December,4,50,15,6,Sunday,12,Mañana
2876,2024-12-14 07:00:00,2024,12,December,4,50,14,5,Saturday,7,Mañana
2877,2024-06-22 13:00:00,2024,6,June,2,25,22,5,Saturday,13,Tarde
2878,2024-12-10 09:00:00,2024,12,December,4,50,10,1,Tuesday,9,Mañana
2879,2024-06-10 17:00:00,2024,6,June,2,24,10,0,Monday,17,Tarde
2880,2024-05-21 17:00:00,2024,5,May,2,21,21,1,Tuesday,17,Tarde
2881,2024-07-08 10:00:00,2024,7,July,3,28,8,0,Monday,10,Mañana
2882,2024-12-01 17:00:00,2024,12,December,4,48,1,6,Sunday,17,Tarde
2883,2024-11-16 08:00:00,2024,11,November,4,46,16,5,Saturday,8,Mañana
2884,2024-06-13 18:00:00,2024,6,June,2,24,13,3,Thursday,18,Noche
2885,2024-04-08 07:00:00,2024,4,April,2,15,8,0,Monday,7,Mañana
2886,2024-08-04 15:00:00,2024,8,August,3,31,4,6,Sunday,15,Tarde
2887,2024-11-03 11:00:00,2024,11,November,4,44,3,6,Sunday,11,Mañana
2888,2024-06-09 10:00:00,2024,6,June,2,23,9,6,Sunday,10,Mañana
2889,2024-09-22 17:00:00,2024,9,September,3,38,22,6,Sunday,17,Tarde
2890,2024-11-23 18:00:00,2024,11,November,4,47,23,5,Saturday,18,Noche
2891,2024-09-13 12:00:00,2024,9,September,3,37,13,4,Friday,12,Mañana
2892,2024-03-18 13:00:00,2024,3,March,1,12,18,0,Monday,13,Tarde
2893,2024-04-30 12:00:00,2024,4,April,2,18,30,1,Tuesday,12,Mañana
2894,2024-07-31 18:00:00,2024,7,July,3,31,31,2,Wednesday,18,Noche
2895,2024-04-11 14:00:00,2024,4,April,2,15,11,3,Thursday,14,Tarde
2896,2024-05-05 07:00:00,2024,5,May,2,18,5,6,Sunday,7,Mañana
2897,2024-12-25 10:00:00,2024,12,December,4,52,25,2,Wednesday,10,Mañana
2898,2024-05-02 11:00:00,2024,5,May,2,18,2,3,Thursday,11,Mañana
2899,2024-07-27 09:00:00,2024,7,July,3,30,27,5,Saturday,9,Mañana
2900,2024-10-08 12:00:00,2024,10,October,4,41,8,1,Tuesday,12,Mañana
2901,2024-07-14 09:00:00,2024,7,July,3,28,14,6,Sunday,9,Mañana
2902,2024-09-09 07:00:00,2024,9,September,3,37,9,0,Monday,7,Mañana
2903,2024-12-14 11:00:00,2024,12,December,4,50,14,5,Saturday,11,Mañana
2904,2024-10-07 17:00:00,2024,10,October,4,41,7,0,Monday,17,Tarde
2905,2024-04-11 13:00:00,2024,4,April,2,15,11,3,Thursday,13,Tarde
2906,2024-06-01 17:00:00,2024,6,June,2,22,1,5,Saturday,17,Tarde
2907,2024-07-19 14:00:00,2024,7,July,3,29,19,4,Friday,14,Tarde
2908,2024-10-06 07:00:00,2024,10,October,4,40,6,6,Sunday,7,Mañana
2909,2024-06-01 12:00:00,2024,6,June,2,22,1,5,Saturday,12,Mañana
2910,2024-06-17 13:00:00,2024,6,June,2,25,17,0,Monday,13,Tarde
2911,2024-06-09 10:00:00,2024,6,June,2,23,9,6,Sunday,10,Mañana
2912,2024-05-04 17:00:00,2024,5,May,2,18,4,5,Saturday,17,Tarde
2913,2024-08-26 12:00:00,2024,8,August,3,35,26,0,Monday,12,Mañana
2914,2024-03-06 07:00:00,2024,3,March,1,10,6,2,Wednesday,7,Mañana
2915,2024-04-13 07:00:00,2024,4,April,2,15,13,5,Saturday,7,Mañana
2916,2024-10-10 13:00:00,2024,10,October,4,41,10,3,Thursday,13,Tarde
2917,2024-06-08 08:00:00,2024,6,June,2,23,8,5,Saturday,8,Mañana
2918,2024-05-13 12:00:00,2024,5,May,2,20,13,0,Monday,12,Mañana
2919,2024-10-29 18:00:00,2024,10,October,4,44,29,1,Tuesday,18,Noche
2920,2024-03-12 11:00:00,2024,3,March,1,11,12,1,Tuesday,11,Mañana
2921,2024-06-05 08:00:00,2024,6,June,2,23,5,2,Wednesday,8,Mañana
2922,2024-12-26 15:00:00,2024,12,December,4,52,26,3,Thursday,15,Tarde
2923,2024-10-28 10:00:00,2024,10,October,4,44,28,0,Monday,10,Mañana
2924,2024-10-18 11:00:00,2024,10,October,4,42,18,4,Friday,11,Mañana
2925,2024-07-06 17:00:00,2024,7,July,3,27,6,5,Saturday,17,Tarde
2926,2024-05-01 07:00:00,2024,5,May,2,18,1,2,Wednesday,7,Mañana
2927,2024-08-10 09:00:00,2024,8,August,3,32,10,5,Saturday,9,Mañana
2928,2024-10-07 09:00:00,2024,10,October,4,41,7,0,Monday,9,Mañana
2929,2024-08-12 10:00:00,2024,8,August,3,33,12,0,Monday,10,Mañana
2930,2024-11-09 16:00:00,2024,11,November,4,45,9,5,Saturday,16,Tarde
2931,2024-05-16 11:00:00,2024,5,May,2,20,16,3,Thursday,11,Mañana
2932,2024-07-26 09:00:00,2024,7,July,3,30,26,4,Friday,9,Mañana
2933,2024-07-15 09:00:00,2024,7,July,3,29,15,0,Monday,9,Mañana
2934,2024-11-20 10:00:00,2024,11,November,4,47,20,2,Wednesday,10,Mañana
2935,2024-03-31 07:00:00,2024,3,March,1,13,31,6,Sunday,7,Mañana
2936,2024-10-31 11:00:00,2024,10,October,4,44,31,3,Thursday,11,Mañana
2937,2024-03-30 17:00:00,2024,3,March,1,13,30,5,Saturday,17,Tarde
2938,2024-09-19 14:00:00,2024,9,September,3,38,19,3,Thursday,14,Tarde
2939,2024-12-18 08:00:00,2024,12,December,4,51,18,2,Wednesday,8,Mañana
2940,2024-12-03 10:00:00,2024,12,December,4,49,3,1,Tuesday,10,Mañana
2941,2024-12-16 17:00:00,2024,12,December,4,51,16,0,Monday,17,Tarde
2942,2024-06-13 12:00:00,2024,6,June,2,24,13,3,Thursday,12,Mañana
2943,2024-06-11 18:00:00,2024,6,June,2,24,11,1,Tuesday,18,Noche
2944,2024-05-24 14:00:00,2024,5,May,2,21,24,4,Friday,14,Tarde
2945,2024-07-07 16:00:00,2024,7,July,3,27,7,6,Sunday,16,Tarde
2946,2024-05-03 13:00:00,2024,5,May,2,18,3,4,Friday,13,Tarde
2947,2024-05-27 09:00:00,2024,5,May,2,22,27,0,Monday,9,Mañana
2948,2024-05-25 10:00:00,2024,5,May,2,21,25,5,Saturday,10,Mañana
2949,2024-03-18 16:00:00,2024,3,March,1,12,18,0,Monday,16,Tarde
2950,2024-03-05 12:00:00,2024,3,March,1,10,5,1,Tuesday,12,Mañana
